match_id,ElapsedTime,SetNo,P1GamesWon,P2GamesWon,SetWinner,GameNo,GameWinner,PointNumber,PointWinner,PointServer,Speed_KMH,Rally,P1Score,P2Score,P1Momentum,P2Momentum,P1PointsWon,P2PointsWon,P1Ace,P2Ace,P1Winner,P2Winner,P1DoubleFault,P2DoubleFault,P1UnfErr,P2UnfErr,P1NetPoint,P2NetPoint,P1NetPointWon,P2NetPointWon,P1BreakPoint,P2BreakPoint,P1BreakPointWon,P2BreakPointWon,P1FirstSrvIn,P2FirstSrvIn,P1FirstSrvWon,P2FirstSrvWon,P1SecondSrvIn,P2SecondSrvIn,P1SecondSrvWon,P2SecondSrvWon,P1ForcedError,P2ForcedError,History,Speed_MPH,P1BreakPointMissed,P2BreakPointMissed,ServeIndicator,Serve_Direction,Winner_FH,Winner_BH,ServingTo,P1TurningPoint,P2TurningPoint,ServeNumber,WinnerType,WinnerShotType,P1DistanceRun,P2DistanceRun,RallyCount,ServeWidth,ServeDepth,ReturnDepth
2019-wimbledon-1602,00:13:07,1,2,2,0,4,1,20,1,1,177,,0,0,17,19,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,22032,110,0,0,2,,,,,,,1,0,0,6.19,6.062,1,BW,NCTL,D
2019-wimbledon-1602,00:13:38,1,2,2,0,5,0,21,2,2,165,,0,15,17,23,10,11,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,23000,103,0,0,2,,,,,,,1,0,0,1.419,1.936,1,W,CTL,
2019-wimbledon-1602,00:13:53,1,2,2,0,5,0,22,2,2,191,,0,30,17,26,10,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,21010,119,0,0,2,,,,,,,1,0,F,13.267,15.173,5,BW,NCTL,ND
2019-wimbledon-1602,00:14:26,1,2,2,0,5,0,23,2,2,172,,0,40,16,28,10,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,12030,107,0,0,2,,,,,,,1,0,0,7.854,6.249,1,W,NCTL,D
2019-wimbledon-1602,00:14:45,1,2,2,0,5,0,24,1,2,149,,15,40,19,28,11,13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,12010,93,0,0,2,,,,,,,2,0,B,15.976,16.091,6,C,NCTL,ND
2019-wimbledon-1602,00:15:21,1,2,3,0,5,2,25,2,2,194,,0,0,18,32,11,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,11032,121,0,0,1,,,,,,,1,0,0,6.651,4.987,1,C,CTL,D
2019-wimbledon-1602,00:17:15,1,2,3,0,6,0,26,1,1,193,,15,0,20,31,12,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,22030,120,0,0,1,,,,,,,1,0,0,2.124,3.631,1,C,NCTL,
2019-wimbledon-1602,00:17:37,1,2,3,0,6,0,27,1,1,197,,30,0,22,30,13,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,21030,123,0,0,1,,,,,,,1,0,0,1.731,2.666,1,C,NCTL,
2019-wimbledon-1602,00:18:00,1,2,3,0,6,0,28,1,1,189,,40,0,24,29,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,21030,118,0,0,1,,,,,,,1,0,0,3.092,3.869,1,W,CTL,D
2019-wimbledon-1602,00:18:20,1,3,3,0,6,1,29,1,1,199,,0,0,30,29,15,14,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,13002,124,0,0,2,,,,,,,1,0,0,1.224,0.865,1,C,CTL,
2019-wimbledon-1602,00:18:53,1,3,3,0,7,0,30,2,2,191,,0,15,29,31,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,12030,119,0,0,2,,,,,,,1,0,0,8.124,7.583,3,BC,CTL,D
2019-wimbledon-1602,00:19:11,1,3,3,0,7,0,31,2,2,188,,0,30,28,33,15,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,11030,117,0,0,2,,,,,,,1,0,0,4.046,3.15,1,W,CTL,D
2019-wimbledon-1602,00:19:28,1,3,3,0,7,0,32,2,2,160,,0,40,27,35,15,17,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,,,,,,,,,,,12030,100,0,0,2,,,,,,,2,0,0,24.069,19.689,5,B,NCTL,ND
2019-wimbledon-1602,00:20:03,1,3,4,0,7,2,33,2,2,156,,0,0,27,40,15,18,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,,,,,,,,,,,21512,97,0,0,1,,,,,,,2,0,F,20.51,23.597,7,BC,NCTL,ND
2019-wimbledon-1602,00:22:14,1,3,4,0,8,0,34,1,1,191,,15,0,28,38,16,18,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,21020,119,0,0,1,,,,,,,1,0,0,10.784,9.133,5,C,CTL,D
2019-wimbledon-1602,00:22:46,1,3,4,0,8,0,35,2,1,143,,15,15,27,40,16,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,12030,89,0,0,1,,,,,,,2,0,0,18.748,22.581,6,B,NCTL,D
2019-wimbledon-1602,00:23:43,1,3,4,0,8,0,36,2,1,191,,15,30,26,42,16,20,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,,,,,,,,,,,12030,119,0,0,1,,,,,,,1,0,0,33.757,32.953,10,BW,NCTL,ND
2019-wimbledon-1602,00:24:30,1,3,4,0,8,0,37,1,1,151,,30,30,28,41,17,20,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,,,,,,,,,,,22030,94,0,0,1,,,,,,,2,0,0,16.579,23.237,5,BW,NCTL,D
2019-wimbledon-1602,00:25:29,1,3,4,0,8,0,38,2,1,168,,30,40,26,42,17,21,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,12020,105,0,0,1,,,,,,,2,0,0,17.624,20.314,6,W,CTL,D
2019-wimbledon-1602,00:26:29,1,3,4,0,8,0,39,1,1,199,,40,40,27,40,18,21,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,,,,,,,,,,,22020,124,0,1,1,,,,,,,1,0,0,71.928,67.918,21,C,CTL,D
2019-wimbledon-1602,00:27:35,1,3,4,0,8,0,40,1,1,194,,AD,40,28,38,19,21,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,22020,121,0,0,1,,,,,,,1,0,0,7.171,9.057,3,BW,NCTL,ND
2019-wimbledon-1602,00:28:06,1,4,4,0,8,1,41,1,1,175,,0,0,33,38,20,21,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,11012,109,0,0,2,,,,,,,1,0,F,5.228,7.397,3,BW,NCTL,ND
2019-wimbledon-1602,00:28:49,1,4,4,0,9,0,42,2,2,165,,0,15,32,40,20,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,11030,103,0,0,2,,,,,,,2,0,0,2.961,2.023,1,C,NCTL,
2019-wimbledon-1602,00:29:17,1,4,4,0,9,0,43,1,2,189,,15,15,33,38,21,22,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,21020,118,0,0,2,,,,,,,1,0,0,13.623,13.935,4,BC,CTL,D
2019-wimbledon-1602,00:29:54,1,4,4,0,9,0,44,2,2,201,,15,30,33,42,21,23,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,23000,125,0,0,2,,,,,,,1,0,0,1.406,1.507,1,C,CTL,
2019-wimbledon-1602,00:30:20,1,4,4,0,9,0,45,1,2,154,,30,30,35,41,22,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,21030,96,0,0,2,,,,,,,2,0,0,21.059,14.006,4,BC,NCTL,ND
2019-wimbledon-1602,00:30:58,1,4,4,0,9,0,46,2,2,201,,30,40,35,45,22,24,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,23000,125,0,0,2,,,,,,,1,0,0,0.575,1.42,1,C,CTL,
2019-wimbledon-1602,00:31:16,1,4,5,0,9,2,47,2,2,193,,0,0,35,51,22,25,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,23002,120,0,0,1,,,,,,,1,0,0,1.627,1.704,1,C,CTL,
2019-wimbledon-1602,00:33:20,1,4,5,0,10,0,48,1,1,177,,15,0,37,50,23,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,22030,110,0,0,1,,,,,,,1,0,0,2.632,4.662,1,C,NCTL,D
2019-wimbledon-1602,00:33:45,1,4,5,0,10,0,49,2,1,0,,15,15,33,51,23,26,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,15000,0,0,0,1,,,,,,,0,0,0,1.319,2.428,0,W,CTL,
2019-wimbledon-1602,00:34:34,1,4,5,0,10,0,50,1,1,186,,30,15,35,50,24,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,22030,116,0,0,1,,,,,,,1,0,0,2.498,3.983,1,C,CTL,ND
2019-wimbledon-1602,00:35:00,1,4,5,0,10,0,51,1,1,178,,40,15,37,49,25,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,21030,111,0,0,1,,,,,,,1,0,0,1.905,2.414,1,BC,CTL,D
2019-wimbledon-1602,00:35:22,1,5,5,0,10,1,52,1,1,148,,0,0,41,48,26,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,22032,92,0,0,2,,,,,,,2,0,0,1.557,2,1,C,NCTL,
2019-wimbledon-1602,00:36:18,1,5,5,0,11,0,53,2,2,197,,0,15,40,50,26,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,12030,123,0,0,2,,,,,,,1,0,0,11.042,9.83,3,BC,CTL,D
2019-wimbledon-1602,00:36:37,1,5,5,0,11,0,54,2,2,189,,0,30,40,53,26,28,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,,,,,,,,,,,21410,118,0,0,2,,,,,,,1,0,F,19.803,25.773,7,C,NCTL,ND
2019-wimbledon-1602,00:37:06,1,5,5,0,11,0,55,2,2,170,,0,40,39,55,26,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,11030,106,0,0,2,,,,,,,1,0,0,11.817,7.008,3,W,CTL,ND
2019-wimbledon-1602,00:37:27,1,5,6,0,11,2,56,2,2,157,,0,0,37,58,26,30,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,12022,98,0,0,1,,,,,,,2,0,0,3.794,3.161,1,BC,NCTL,D
2019-wimbledon-1602,00:39:23,1,5,6,0,12,0,57,1,1,189,,15,0,41,58,27,30,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,13000,118,0,0,1,,,,,,,1,0,0,0.711,0.973,1,W,CTL,
2019-wimbledon-1602,00:39:45,1,5,6,0,12,0,58,1,1,180,,30,0,43,57,28,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,22030,112,0,0,1,,,,,,,1,0,0,5.475,4.288,1,BW,NCTL,D
2019-wimbledon-1602,00:40:09,1,5,6,0,12,0,59,1,1,196,,40,0,45,56,29,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,22030,122,0,0,1,,,,,,,1,0,0,2.685,3.774,1,C,NCTL,D
2019-wimbledon-1602,00:40:31,1,5,6,0,12,0,60,2,1,172,,40,15,45,59,29,31,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,21010,107,0,0,1,,,,,,,2,0,F,8.821,9.36,4,C,NCTL,D
2019-wimbledon-1602,00:41:17,1,5,6,0,12,0,61,2,1,154,,40,30,44,61,29,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,11030,96,0,0,1,,,,,,,2,0,0,7.085,4.509,2,BC,NCTL,ND
2019-wimbledon-1602,00:42:05,1,5,6,0,12,0,62,2,1,173,,40,40,44,64,29,33,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,21010,108,0,0,1,,,,,,,1,0,F,8.31,10.908,4,BW,NCTL,ND
2019-wimbledon-1602,00:42:42,1,5,6,0,12,0,63,1,1,193,,AD,40,45,62,30,33,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,21020,120,0,0,1,,,,,,,1,0,0,23.965,25.961,9,BW,CTL,ND
2019-wimbledon-1602,00:43:23,1,6,6,0,12,1,64,1,1,157,,0,0,48,60,31,33,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,22022,98,0,0,2,,,,,,,2,0,0,10.008,10.466,3,BW,NCTL,ND
2019-wimbledon-1602,00:44:14,1,6,6,0,13,0,65,1,2,154,,1,0,51,60,32,33,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,12010,96,0,0,1,,,,,,,2,0,B,37.505,34.011,8,BC,NCTL,ND
2019-wimbledon-1602,00:45:26,1,6,6,0,13,0,66,2,1,194,,1,1,50,62,32,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,12030,121,0,0,1,,,,,,,1,0,0,20.454,16.943,6,B,CTL,ND
2019-wimbledon-1602,00:46:09,1,6,6,0,13,0,67,1,1,196,,2,1,52,61,33,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,22030,122,0,0,2,,,,,,,1,0,0,1.361,1.985,1,C,NCTL,
2019-wimbledon-1602,00:46:38,1,6,6,0,13,0,68,2,2,189,,2,2,51,63,33,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,11030,118,0,0,2,,,,,,,1,0,0,4.819,2.78,1,W,NCTL,
2019-wimbledon-1602,00:47:01,1,6,6,0,13,0,69,1,2,168,,3,2,52,61,34,35,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,22020,105,0,0,1,,,,,,,1,0,0,22.698,17.259,4,W,CTL,D
2019-wimbledon-1602,00:48:15,1,6,6,0,13,0,70,2,1,170,,3,3,51,63,34,36,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,,,,,,,,,,,12030,106,0,0,1,,,,,,,1,0,0,18.028,23.816,6,W,CTL,D
2019-wimbledon-1602,00:49:39,1,6,6,0,13,0,71,2,1,183,,3,4,51,66,34,37,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,21010,114,0,0,2,,,,,,,1,0,F,9.289,8.751,4,C,CTL,ND
2019-wimbledon-1602,00:50:11,1,6,6,0,13,0,72,2,2,191,,3,5,51,69,34,38,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,,,,,,,,,,,21510,119,0,0,2,,,,,,,1,0,F,17.709,17.495,5,C,NCTL,ND
2019-wimbledon-1602,00:50:41,1,6,6,0,13,0,73,2,2,175,,3,6,50,71,34,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,12030,109,0,0,1,,,,,,,1,0,0,4.688,3.096,1,W,NCTL,
2019-wimbledon-1602,00:51:20,1,6,7,2,13,2,74,2,1,193,,0,0,47,79,34,40,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,21013,120,0,0,2,,,,,,,1,0,F,16.952,15.967,6,C,NCTL,ND
2019-wimbledon-1602,00:56:29,2,0,0,0,1,0,75,1,1,160,,15,0,48,77,35,40,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,22020,100,0,0,1,,,,,,,2,0,0,2.122,2.287,1,BC,NCTL,
2019-wimbledon-1602,00:57:04,2,0,0,0,1,0,76,2,1,159,,15,15,48,80,35,41,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,22010,99,0,0,1,,,,,,,2,0,B,9.756,8.156,4,B,NCTL,ND
2019-wimbledon-1602,00:58:05,2,0,0,0,1,0,77,1,1,191,,30,15,50,79,36,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,21030,119,0,0,1,,,,,,,1,0,0,4.63,3.544,1,W,NCTL,D
2019-wimbledon-1602,00:58:53,2,0,0,0,1,0,78,1,1,180,,40,15,51,77,37,41,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,22020,112,0,0,1,,,,,,,1,0,0,16.963,15.816,5,W,CTL,D
2019-wimbledon-1602,00:59:22,2,0,0,0,1,0,79,2,1,193,,40,30,50,79,37,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,11030,120,0,0,1,,,,,,,1,0,0,6.592,9.035,2,BW,NCTL,D
2019-wimbledon-1602,00:59:53,2,1,0,0,1,1,80,1,1,193,,0,0,53,77,38,42,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,21022,120,0,0,2,,,,,,,1,0,0,12.816,13.011,5,BC,CTL,D
2019-wimbledon-1602,01:01:05,2,1,0,0,2,0,81,1,2,191,,15,0,56,77,39,42,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,12010,119,0,0,2,,,,,,,1,0,B,17.569,17.553,6,C,CTL,ND
2019-wimbledon-1602,01:01:30,2,1,0,0,2,0,82,2,2,162,,15,15,55,79,39,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,11030,101,0,0,2,,,,,,,2,0,0,18.62,18.718,5,BC,NCTL,ND
2019-wimbledon-1602,01:02:07,2,1,0,0,2,0,83,2,2,191,,15,30,53,80,39,44,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,11020,119,0,0,2,,,,,,,1,0,0,18.008,16.843,5,C,NCTL,ND
2019-wimbledon-1602,01:02:32,2,1,0,0,2,0,84,1,2,160,,30,30,56,80,40,44,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,12010,100,0,0,2,,,,,,,2,0,B,19.009,18.714,6,BC,NCTL,ND
2019-wimbledon-1602,01:03:13,2,1,0,0,2,0,85,1,2,168,,40,30,59,80,41,44,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,12010,105,0,0,2,,,,,,,1,0,B,26.121,17.791,6,W,CTL,
2019-wimbledon-1602,01:03:47,2,1,0,0,2,0,86,2,2,193,,40,40,59,83,41,45,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,,,,,,,,,,,21510,120,1,0,2,,,,,,,1,0,F,11.578,13.914,5,BC,NCTL,ND
2019-wimbledon-1602,01:04:15,2,1,0,0,2,0,87,1,2,149,,AD,40,61,82,42,45,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,,,,,,,,,,,21030,93,0,0,2,,,,,,,2,0,0,54.691,44.759,14,BC,NCTL,ND
2019-wimbledon-1602,01:05:17,2,1,0,0,2,0,88,2,2,194,,40,40,61,85,42,46,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,,,,,,,,,,,22410,121,1,0,2,,,,,,,1,0,B,18.488,14.884,7,C,NCTL,ND
2019-wimbledon-1602,01:05:50,2,1,0,0,2,0,89,2,2,168,,40,AD,61,88,42,47,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,21010,105,0,0,2,,,,,,,1,0,F,9.866,6.135,3,W,NCTL,D
2019-wimbledon-1602,01:06:15,2,1,0,0,2,0,90,1,2,151,,40,40,63,87,43,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,22030,94,0,0,2,,,,,,,2,0,0,20.832,20.309,6,C,NCTL,D
2019-wimbledon-1602,01:07:01,2,1,0,0,2,0,91,2,2,167,,40,AD,61,88,43,48,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,12020,104,0,0,2,,,,,,,1,0,0,11.571,10.245,3,W,CTL,D
2019-wimbledon-1602,01:07:29,2,1,1,0,2,2,92,2,2,191,,0,0,61,93,43,49,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,24002,119,0,0,1,,,,,,,1,S,0,1.857,1.626,1,W,CTL,
2019-wimbledon-1602,01:08:20,2,1,1,0,3,0,93,2,1,188,,0,15,60,95,43,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,12030,117,0,0,1,,,,,,,1,0,0,5.321,6.248,2,W,NCTL,ND
2019-wimbledon-1602,01:09:09,2,1,1,0,3,0,94,1,1,199,,15,15,64,95,44,50,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,13000,124,0,0,1,,,,,,,1,0,0,1.468,1.121,1,C,NCTL,
2019-wimbledon-1602,01:09:33,2,1,1,0,3,0,95,2,1,196,,15,30,64,98,44,51,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,21010,122,0,0,1,,,,,,,1,0,F,10.645,11.284,4,C,NCTL,D
2019-wimbledon-1602,01:10:08,2,1,1,0,3,0,96,2,1,146,,15,40,63,100,44,52,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,11030,91,0,0,1,,,,,,,2,0,0,51.999,49.166,12,W,CTL,ND
